问题,浏览量,关注量,回答量,赞同量,点击率
如果你是《唐山大地震》的那个女儿，知道妈妈救弟弟了，你会怎么做？,105051,10,8,4925,22.75
如何系统地学习股票投资？,105801,412,68,914,3.15
上海的你，择偶的标准是怎样的？,67969,36,6,22,19.16
为什么管理一严，员工就走人？,107773,25,10,1952,22.84
你有遇到过绝味鸭脖强行加称吗？,186588,15,1,6558,22.09
书荒求助，想要点好看的复仇小说，要好吃的？,257388,5,1,2370,39.74
你在哪一刻感受到中国书法的美？,190125,38,6,1752,26.07
什么样的动漫女性角色会给你「这才是绝世美女」的感觉？,69113,54,10,1442,24.46
你有什么秘密是打死不能让另一半知道的？,86606,7,2,444,23.09
有必要做产检吗?,158346,28,23,720,20.7
如何以“我是恶毒女配，但我摆烂了”为开头写一篇文？,82814,11,6,1157,29.26
你相亲被恶心过么？？,152030,13,3,350,27.9
为什么浙江落下的陨石，防空系统没有拦截，它和导弹有什么不同？,172016,22,6,6013,25.94
如果你突然中奖一亿，你会辞职吗？,134270,126,113,486,18.66
武汉的你，择偶的标准是怎样的？,64231,7,1,48,19.29
为什么家里蹲会带来精神痛苦？,150175,219,19,1989,20.93
高一开学，同学在讨论偏导函数、四阶导数，我该怎么办？,103686,40,34,3564,18.62
为什么越来越恶心路飞？,119856,15,7,3704,22.33
常坐头等舱，商务舱的人真的能成功要到空姐的联系方式吗？,85327,18,6,322,20.75
清政府当年为什么拒绝工业化？,52257,31,22,1010,25.04
长跑比赛为什么很少有运动员原地休息两分钟再跑？,263510,119,73,1225,17.53
国乒现役内部有真情侣吗？,127460,7,2,260,20.28
这么大的中国，为何却容不下皮卡？,180407,47,27,4797,32.25
目前在世的钢琴大师中，郎朗能排到什么位置？,58807,11,4,975,27.82
纯燃油车真要凉了吗？,98138,77,57,1512,20.09
为什么我会觉得《海边的曼彻斯特》很无聊？,182117,73,24,2845,19.14
什么时候你确定自己已经不爱了 ？,72356,54,13,933,14.33
如何评价《黑神话：悟空》剧情？,157266,48,9,3295,21.28
教师称网络热梗泛滥对学生影响太大，什么原因造成了「黑话烂梗」成校园社交的流行语言？该如何整治？,171895,264,160,2304,14.23
大学生就业为什么这么难呢？,107042,76,25,2181,21.0
发现了亲妹一些事，该不该告诉我爸妈？怎么说比较好？,97455,35,0,171,20.49
《红楼梦》中哪些细节映射着贾府正在衰败？,180010,114,17,1543,24.51
很想知道，为什么几乎所有的游戏都有强制执行的新手指引？,121607,13,10,1822,26.3
为什么大家对雷军的评价这么高？,210855,31,10,2840,21.87
你觉得中国的高中生最缺少什么？,54944,96,54,4749,20.83
如何评价颜宁的科研能力？,235776,37,13,2141,23.61
我女儿读高一，我发现她抽烟第二次了，上次发现的时候我说如果有下次就退学，我该兑现我的话让她退学吗？,53771,48,34,2716,22.98
为什么很多单亲妈妈都很穷？,263105,41,16,3998,29.12
你见过哪些恶心人的动漫？,116986,24,2,1068,17.4
现在还有电报吗？原来铺设的电报设备现在都是怎么处置的？,229040,138,16,1936,24.62
如何看待郑钦文空抛？,213485,61,54,1561,20.33
哪一刻你决定要离婚了？,138829,28,11,1418,22.05
甘夫人自杀完全是赵云一面之词为什么刘备相信了赵云的说法?,107630,17,9,4413,26.63
什么可以看出一个女孩很聪明？,77624,34,6,776,11.2
中国大陆有哪些演技非常出色的女演员？,115506,16,2,1482,32.44
有没有一张照片可以证明你的猫此刻很幸福？,43885,57,23,2346,21.26
豆豆脱口秀吐槽「转人工客服难」引发共鸣，人工客服都去哪了？AI 助力下职场效率是变高了还是低了？,203104,302,126,645,7.9
天兵科技可以追赶上SpaceX吗？,159376,46,24,5376,23.42
网红董宇辉会不会跌下神坛？,129294,21,13,956,25.13
中了五千万你会立马离职吗？,93157,25,2,651,17.32
你见过股市亏最惨的有多惨？,145929,53,6,799,23.17
如何看待 iQOO 13 技术沟通会，2K Q10 珠峰屏、电竞芯片 Q2，都有哪些国产手机的新亮点？,223681,191,87,792,2.83
有没有追妻火葬场，追不回来女主，女主跟男二跑了的小说？,103393,18,1,1062,27.8
王思聪是一个什么样的人？,138881,11,3,835,23.34
四羊方尊为何未列入国家博物馆的镇馆之宝？,191702,17,5,3592,28.41
如果汉字失传了，释读它的难度有多大？,107314,8,4,2117,23.36
当今中国演员中，谁能胜任吕布这个角色？,118461,6,5,393,28.28
为什么S14开始，夏季赛都要入土的T1，突然变这么猛了？,183256,57,25,527,23.43
你在最饿时曾饥不择食吃过什么？,97779,16,4,2851,25.86
有没有新奇一点的仙侠文啊？,77800,18,4,1146,21.5
第一次带男朋友回家，但是现在场面很尴尬，我该怎么办？,86428,16,6,645,33.6
人民币为什么不出1000，500这样的大面额钞票？,397028,64,48,4707,23.5
为什么刘亦菲的脸这几年被捧上天了？,108456,41,14,1549,27.54
《红楼梦》里贾母真的喜欢林黛玉吗？,86368,20,15,4885,26.29
2024年，电车和燃油车哪个是更好的个人资产？,257345,224,151,867,6.54
为什么姜维最后一计那么出名，不就是离间计吗?,203027,28,5,9174,26.92
初一进班时怎样才能不动声色惊艳全场呢（女生）?,80264,26,12,5121,23.28
网红“手工耿”专业圈子里什么水平?,155432,22,5,1450,25.87
为何相亲能相一个黄一个？,103636,22,6,684,27.12
有没有虐到泪崩久久不能释怀的文?,86640,26,1,1290,22.56
一个非常漂亮的残疾女孩，会有人愿意娶吗？,82512,7,2,467,31.24
有没有好看的“虐妻一时爽，追妻火葬场”的小说？,92383,17,1,1182,29.23
你们男生宿舍发生过什么最难忘的事？,57649,12,0,351,20.26
有什么不起眼却赚钱的行业？,48041,96,20,170,16.27
追妻火葬场文里的男主，有多可笑？,73271,108,24,670,22.49
Apple的一篇论文暗示AI不会推理。大家怎么看？,136070,309,53,1991,14.33
如何用三句对话写一篇伤感的科幻小说?,140852,33,20,1583,26.19
部分银行商贷与公积金利率倒挂，广州多家银行被要求房贷商贷利率不得低于公积金贷款利率，哪些信息值得关注？,293241,238,61,868,8.04
有没有复仇爽文推荐？,74745,25,13,749,20.24
如何看待 T1 在全球总决赛十二年间面对 LPL 的所有 9 个 BO5 未尝一败？,495894,100,78,5307,22.17
用一两万炒股有意义吗？,132085,89,43,480,22.22
女朋友很喜欢《大明王朝1566》，生日适合送什么礼物？,90809,35,8,3026,23.3
男友欠了很多贷款，跟我说他朋友都找完了借不出来了，让我贷款3000下个月他还回来，我该帮吗?,52103,1138,1125,767,11.41
孩子病故，妻子已不能生育，我能离婚后再婚生一个孩子吗?,140603,71,49,6255,23.67
为啥去非洲的中国人不愿回来了?,261408,62,34,1742,28.14
有什么挣钱路子？,39755,55,12,254,11.11
大龄女生的我们，真的就该将就吗？,94326,32,9,2841,31.53
现在的行情要读博吗？,95085,71,32,594,21.93
有没有偏执病娇系男主的小说推荐？,63536,16,2,841,20.34
为什么贾政说袭人这个名字刁钻？,116794,7,5,1497,29.49
你见过最拙劣的学术造假是什么样的？,125031,13,4,1734,25.7
你做过最尴尬的事情是什么？,120968,12,1,617,11.73
为何很多国人称 「美国甜品过甜难以接受」而对国内甜度相同的饮料无甚微词？,118629,16,6,2533,25.67
有哪些好看的古言推荐？,136355,2,2,1415,25.22
陪领导应酬，领导示意你帮他挡酒，客人说“你没资格和我喝”，如何高情商回答？,125765,41,24,2153,18.31
二次元属于小资产阶级腐朽情调吗？,79390,39,15,4977,27.25
看了日本的番剧后，为什么感觉日本高中学生很舒服？,142338,32,8,4044,24.31
瑜伽裤的尽头是什么？,262302,48,10,839,28.44
历史上有哪些极限反杀？,153062,150,40,784,25.29
有没有人因炒股被毁掉了人生？,181796,74,8,1398,23.42
有没有什么男主追妻火葬场，最后男二上位的文?,104101,26,1,17,21.07
有没有很好看很解气的爽文推荐？,76378,14,2,981,25.45
古代贴身丫鬟侍寝吗？,92888,5,1,1171,15.87
什么是左丘明说的“春秋笔法”？,90491,24,6,1627,25.04
怎么看待水资源税开始全面征收？,117634,191,118,4797,17.21
动物园母亲为救女儿被老虎吃，旁边有其他车辆，为什么没人救？,117876,55,47,6067,22.39
物理老师物理那么好，为什么不去做国家的物理人才呢？,79972,43,17,3964,21.27
为什么神农架林区深处不允许前往？,205653,14,5,1326,20.98
中国王朝统治过的四至点，即最东、最南、最西、最北，分别是哪四个点？,283773,202,25,1269,20.59
有哪些囚禁病娇黑暗类的言情小说推荐？,83599,21,0,910,24.77
如果让你写一本只有国内英灵的圣杯战争，你会选择哪7位人物作为英灵召唤？,111750,33,14,1030,21.88
如果整个地球统一了，首都最有可能会建在哪里？,102977,37,15,2157,19.71
白桦树汁是智商税吗?,206878,141,62,942,22.93
一个人可以固执到什么程度？,145963,25,4,1475,20.55
能推荐一些追妻火葬场的小说吗？,106823,15,1,1474,23.34
为什么带、陪孩子去COS的大多是其母亲？,131813,19,9,5218,30.41
对网上“老兵烧烤”“老兵代驾”这个梗大家有什么看法？,121785,16,3,3148,25.57
有没有让人看了就停不下来的青梅竹马小说？,89324,2,0,522,37.03
《潜伏》和《风筝》哪个更好看？,238028,123,66,3717,20.29
有没有大女主清醒理智的文？,48075,22,8,526,23.63
有什么超甜小甜文吗？,92797,6,0,1531,16.18
为什么感觉欧美AI比我们强？,72809,37,14,1189,21.32
当沙雕女主遇上病娇男主会怎样？,89158,7,1,1595,27.92
如何评价武汉这个城市？,165432,24,9,2796,22.28
上海六批次土拍「遇冷」，4宗地块3宗底价成交，中海地产溢价率2.32%获杨浦区地块，哪些信息值得关注？,262510,228,75,2169,12.7
如何评价原始博士的返祖思想？,155951,139,86,2996,20.2
美国白人男性为什么喜欢与亚裔女结婚，白人女性不应该是第一选择吗？,164875,52,22,1128,24.45
为什么大学成抑郁重灾区?,93371,78,16,3536,18.02
JackeyLove 直播称「九强总比在家强」，如何评价这句话的真正意义？,128401,46,42,2267,24.97
周易术数为什么一直没有得到国家的认可？,45973,31,7,372,17.54
Ning真的不懂城墙这个只是个比喻么？,173218,82,80,1777,24.52
为什么小龙女不杀强奸她的那个人？,148353,17,6,548,18.06
我为啥没女朋友?是不是因为长得丑?,104380,35,8,235,25.86
所有心理问题的根源是什么？,46901,180,45,1426,14.89
有没女主很清醒的小说?,78725,31,1,1044,18.37
日本制造的质量真的就那么好吗？,119397,41,29,1162,25.1
爱情公寓里的孙艺洲对李金铭动过真心吗？,247630,5,1,1445,19.46
有没有律师会把轻罪辩护成重罪？,136981,24,4,4057,26.3
大家最玩不下去的3A游戏是什么？,97663,35,24,433,20.5
发现我爸天天往手机游戏里充钱该怎么办？,76436,94,68,1808,24.55
《水浒传》有哪些细节是成年后才能看懂的？,215313,58,4,1840,26.93
若华为与腾讯谈崩，鸿蒙与微信只能选择一个，你选哪一个？?,95111,38,33,983,20.46
为什么女人生完孩子后会判若两人？,75995,44,14,666,22.52
如果高速限速改成150km/h，会怎样?,117555,15,12,1948,24.29
为什么大部分人看不懂《大明王朝1566》？,72089,33,4,1359,21.72
你构想过什么样的架空世界观？,86987,41,16,1558,18.26
社会整体不婚不育对男性伤害大还是对女性伤害大？,84200,43,9,800,21.6
为什么宝马的品牌力这两年下滑的如此严重？,99704,20,4,580,23.86
23岁，男朋友工资12000左右，我8000左右，上下浮动不会很大，我想辞职做家庭主妇很奇怪吗？,50251,126,125,483,14.26
如何评价影视飓风 10 月 8 日发布的视频《清晰度不如 4 年前！视频变糊是你的错觉吗》？,287059,78,29,4011,18.04
为什么都在担心中国的产业转移？,166230,43,6,1910,27.04
为什么有人觉得住酒店带走一次性物品是低素质行为？,108785,22,11,889,21.16
为啥上班一天啥也没干，还是很累?,186265,353,166,637,11.97
蓝厂第一款小屏旗舰 vivo X200 Pro mini 实际体验如何？是否值得购买？,516233,470,242,2055,3.05
为何2024年黄金大涨但金店大批倒闭？,121578,92,34,910,21.85
语文考试可以写负能量作文吗？,61061,20,6,1905,18.25
被两次群殴还要搞我，我只是一个初二学生，有没有好心人帮我出出主意?,138184,93,16,3705,18.27
如何评价《机动战士高达：复仇的安魂曲》？,176520,95,81,4373,21.42
穿越女真的能爱上古代人吗？,120817,9,1,1838,17.28
在医院，医生真的很容易丢笔吗？,78049,12,5,4097,23.84
B 站有哪些人设崩塌的 UP 主？,231430,17,1,2024,22.84
有没有真实一点的末日丧尸小说?,100499,25,6,1129,15.31
作了个小手术，老婆女儿不闻不问，有点生气就是矫情么？,165786,31,8,1606,26.39
《武林外传》中有什么令人难忘的细节？,125804,12,2,3198,25.27
有无甜到爆炸的文？,89409,10,1,1366,15.79
为什么汉堡王（Burger King）在中国市场火不起来？,101817,15,14,587,24.54
为什么很多人一被HR问空窗期做什么去了就炸毛？,149097,36,13,5178,21.5
为什么广东人普遍都比较节省？,86004,25,7,1432,22.54
有没有超甜的小甜文呢？,63347,6,2,839,25.84
Tes的教练是如何选出第二局的阵容？随便一个水友都选不出来这垃圾阵容?,145644,75,84,851,23.16
生活有哪些残忍的真相？,70741,18,13,347,24.66
你能接受孩子的平庸吗？,77428,107,80,1960,23.25
“英国的物价和国内差不多，但是工资是国内的十倍”这种说法正确么？,156733,26,12,3541,24.03
如何评价b站up主「暴叔讲留学」？,88744,92,3,1863,22.38
有哪些高质量的古言小说可以推荐吗？,135571,12,7,1274,28.98
四川大学和麻省理工哪个好？,116322,75,62,4790,20.6
张本智和 3-2 惊天逆转卡尔伯格晋级 2024 WTT 蒙彼利埃冠军赛男单八强，如何评价这场比赛?,200705,107,52,2877,22.24
为什么中大型鹦鹉一直都不开放售卖？有哪些原因呢?,264772,17,5,3732,22.54
《拯救大兵瑞恩》要是交给俄罗斯导演、中国导演来拍，会拍成什么样？,196925,59,22,6733,28.64
如何委婉的告诉领导自己在公司有人撑腰？,164813,16,4,3375,24.89
《斗破苍穹》中，为何中州诸多天才愿意来到迦南学院进修呢？,316053,51,15,1422,23.11
